"","name","country","birthday","starting_number","speed","distance","distance_points","mark_A","mark_B","mark_C","mark_D","mark_E","style_points","gate","gate_points","wind_speed","wind_points","total_points","rank","series_number","total_points_all_jumps","competition_code","hill_code","year","competition_number","k","hs","full_name"
"366","URLAUB Andrew","USA","12 APR 2001","11","92.0","112.5","37.5","16.5","17.0","16.5","16.5","16.0","49.5","18","","-1.59","24.9","111.9","44.","1","111.9","5","eng","2023","1",125,140,"Engleberg"
"367","IMHOF Remo","SUI","19 NOV 2003","16","91.9","115.0","42.0","17.0","17.0","16.5","16.5","16.5","50.0","18","","-1.16","18.2","110.2","45.","1","110.2","5","eng","2023","1",125,140,"Engleberg"
"368","KRAFT Stefan","AUT","13 MAY 1993","61","92.0","135.0","78.0","18.5","19.0","19.0","18.5","19.0","56.5","18","","-1.53","24.0","158.5","5.","1","327.9","6","eng","2023","2",125,140,"Engleberg"
"369","KRAFT Stefan","AUT","13 MAY 1993","61","91.4","142.0","90.6","19.5","19.5","19.5","19.5","19.5","58.5","17","5.1","-0.97","15.2","169.4","1.","2","327.9","6","eng","2023","2",125,140,"Engleberg"
"370","HOERL Jan","AUT","16 OCT 1998","57","92.1","141.0","88.8","19.0","18.5","19.0","18.5","18.5","56.0","18","","-1.27","19.9","164.7","1.","1","323.9","6","eng","2023","2",125,140,"Engleberg"
"371","HOERL Jan","AUT","16 OCT 1998","57","91.5","139.0","85.2","19.0","19.0","18.5","18.5","19.0","56.5","17","5.1","-0.79","12.4","159.2","3.","2","323.9","6","eng","2023","2",125,140,"Engleberg"
"372","PASCHKE Pius","GER","20 MAY 1990","59","91.8","141.0","88.8","19.0","18.5","18.5","18.5","19.0","56.0","18","","-0.89","13.9","158.7","3.","1","320.1","6","eng","2023","2",125,140,"Engleberg"
"373","PASCHKE Pius","GER","20 MAY 1990","59","91.4","140.0","87.0","19.0","18.5","19.0","18.5","19.0","56.5","17","5.1","-0.82","12.8","161.4","2.","2","320.1","6","eng","2023","2",125,140,"Engleberg"
"374","GEIGER Karl","GER","11 FEB 1993","58","92.2","139.5","86.1","19.0","18.5","19.0","19.0","19.0","57.0","18","","-1.05","16.4","159.5","2.","1","316.3","6","eng","2023","2",125,140,"Engleberg"
"375","GEIGER Karl","GER","11 FEB 1993","58","91.6","137.0","81.6","19.0","18.0","18.5","19.0","19.0","56.5","17","5.1","-0.87","13.6","156.8","4.","2","316.3","6","eng","2023","2",125,140,"Engleberg"
"376","WELLINGER Andreas","GER","28 AUG 1995","60","92.8","136.0","79.8","19.5","19.0","19.0","19.0","19.5","57.5","18","","-1.36","21.3","158.6","4.","1","311.1","6","eng","2023","2",125,140,"Engleberg"
"377","WELLINGER Andreas","GER","28 AUG 1995","60","92.3","134.0","76.2","18.5","18.0","19.0","19.0","19.0","56.5","17","5.1","-0.94","14.7","152.5","7.","2","311.1","6","eng","2023","2",125,140,"Engleberg"
"378","DESCHWANDEN Gregor","SUI","27 FEB 1991","53","92.3","138.5","84.3","18.5","19.0","18.5","19.0","19.5","56.5","18","","-1.10","17.2","158.0","6.","1","309.3","6","eng","2023","2",125,140,"Engleberg"
"379","DESCHWANDEN Gregor","SUI","27 FEB 1991","53","92.3","137.0","81.6","19.0","18.5","19.0","18.5","19.0","56.5","18","","-0.84","13.2","151.3","8.","2","309.3","6","eng","2023","2",125,140,"Engleberg"
"380","KOS Lovro","KOS","23 JUL 1999","38","91.7","138.0","83.4","18.5","18.5","18.5","19.0","19.0","56.0","18","","-0.79","12.4","151.8","11.","1","306.0","6","eng","2023","2",125,140,"Engleberg"
"381","KOS Lovro","KOS","23 JUL 1999","38","91.9","135.5","78.9","19.0","18.5","18.5","18.5","19.0","56.0","18","","-1.23","19.3","154.2","6.","2","306.0","6","eng","2023","2",125,140,"Engleberg"
"382","LINDVIK Marius","NOR","27 JUN 1998","51","91.9","139.0","85.2","18.5","18.5","18.5","18.5","19.0","55.5","18","","-1.01","15.8","156.5","7.","1","304.4","6","eng","2023","2",125,140,"Engleberg"
"383","LINDVIK Marius","NOR","27 JUN 1998","51","92.0","134.0","76.2","19.0","18.5","18.5","18.5","19.0","56.0","18","","-1.00","15.7","147.9","11.","2","304.4","6","eng","2023","2",125,140,"Engleberg"
"384","LANISEK Anze","SLO","20 APR 1996","55","92.0","131.0","70.8","18.5","18.0","18.0","18.5","19.0","55.0","18","","-1.43","22.4","148.2","15.","1","303.7","6","eng","2023","2",125,140,"Engleberg"
"385","LANISEK Anze","SLO","20 APR 1996","55","92.2","137.0","81.6","19.0","19.5","19.0","19.0","19.0","57.0","18","","-1.08","16.9","155.5","5.","2","303.7","6","eng","2023","2",125,140,"Engleberg"
"386","KOBAYASHI Ryoyu","JPN","8 NOV 1996","56","91.9","134.0","76.2","19.0","18.5","18.5","18.5","19.0","56.0","18","","-1.30","20.4","152.6","9.","1","301.9","6","eng","2023","2",125,140,"Engleberg"
"387","KOBAYASHI Ryoyu","JPN","8 NOV 1996","56","92.0","135.5","78.9","18.5","18.5","18.0","18.5","18.5","55.5","18","","-0.95","14.9","149.3","10.","2","301.9","6","eng","2023","2",125,140,"Engleberg"
"388","GRANERUD Halvor","NOR","29 MAY 1996","47","91.6","131.5","71.7","18.5","18.5","18.5","18.0","19.0","55.5","18","","-1.08","16.9","144.1","19.","1","293.8","6","eng","2023","2",125,140,"Engleberg"
"389","GRANERUD Halvor","NOR","29 MAY 1996","47","91.8","131.5","71.7","18.0","19.0","18.0","18.5","18.5","55.0","18","","-1.47","23.0","149.7","9.","2","293.8","6","eng","2023","2",125,140,"Engleberg"
"390","RAIMUND Philipp","GER","23 JUN 2000","44","92.2","134.0","76.2","17.5","17.5","18.0","18.0","18.5","53.5","18","","-0.95","14.9","144.6","17.","1","292.5","6","eng","2023","2",125,140,"Engleberg"
"391","RAIMUND Philipp","GER","23 JUN 2000","44","92.3","133.5","75.3","18.5","18.5","18.5","18.5","18.5","55.5","18","","-1.09","17.1","147.9","11.","2","292.5","6","eng","2023","2",125,140,"Engleberg"
"392","FORFANG Johann","NOR","4 JUL 1995","45","91.8","136.5","80.7","19.0","19.0","19.0","19.0","19.5","57.0","18","","-1.00","15.7","153.4","8.","1","291.9","6","eng","2023","2",125,140,"Engleberg"
"393","FORFANG Johann","NOR","4 JUL 1995","45","91.7","131.0","70.8","17.0","17.5","17.5","16.5","18.0","52.0","18","","-1.00","15.7","138.5","24.","2","291.9","6","eng","2023","2",125,140,"Engleberg"
"394","KUBACKI Dawid","POL","12 MAR 1990","35","92.0","138.5","84.3","18.5","18.0","19.0","19.0","18.5","56.0","18","","-0.55","8.6","148.9","14.","1","290.8","6","eng","2023","2",125,140,"Engleberg"
"395","KUBACKI Dawid","POL","12 MAR 1990","35","92.0","132.0","72.6","17.0","18.5","18.0","17.5","18.5","54.0","18","","-0.98","15.3","141.9","19.","2","290.8","6","eng","2023","2",125,140,"Engleberg"
"396","PREVC Peter","SLO","20 SEP 1992","49","92.1","135.0","78.0","18.5","18.0","17.0","18.5","18.5","55.0","18","","-1.19","18.6","151.6","12.","1","290.7","6","eng","2023","2",125,140,"Engleberg"
"397","PREVC Peter","SLO","20 SEP 1992","49","92.2","129.0","67.2","17.5","18.0","17.5","17.5","18.0","53.0","18","","-1.21","18.9","139.1","22.","2","290.7","6","eng","2023","2",125,140,"Engleberg"
"398","SUNDAL Kristoffer","NOR","7 FEB 2001","43","91.6","133.0","74.4","18.0","18.0","18.0","18.0","18.5","54.0","18","","-1.02","16.0","144.4","18.","1","288.9","6","eng","2023","2",125,140,"Engleberg"
"399","SUNDAL Kristoffer","NOR","7 FEB 2001","43","91.7","132.0","72.6","18.5","18.0","18.0","18.0","18.5","54.5","18","","-1.11","17.4","144.5","16.","2","288.9","6","eng","2023","2",125,140,"Engleberg"
"400","HAYBOECK Michael","AUT","5 MAR 1991","50","92.3","135.5","78.9","18.5","18.0","18.0","18.5","18.5","55.0","18","","-1.16","18.2","152.1","10.","1","288.1","6","eng","2023","2",125,140,"Engleberg"
"401","HAYBOECK Michael","AUT","5 MAR 1991","50","92.4","128.0","65.4","18.0","18.0","18.0","18.0","18.0","54.0","18","","-1.06","16.6","136.0","27.","2","288.1","6","eng","2023","2",125,140,"Engleberg"
"402","NIKAIDO Ren","JPN","24 MAY 2001","34","91.7","135.5","78.9","18.0","18.5","18.5","18.5","19.0","55.5","18","","-0.41","6.4","140.8","23.","1","287.1","6","eng","2023","2",125,140,"Engleberg"
"403","NIKAIDO Ren","JPN","24 MAY 2001","34","92.0","132.5","73.5","18.0","18.0","18.0","18.0","18.5","54.0","18","","-1.20","18.8","146.3","14.","2","287.1","6","eng","2023","2",125,140,"Engleberg"
"404","FETTNER Manuel","AUT","17 JUN 1985","48","91.6","134.0","76.2","17.0","18.0","17.5","17.5","18.0","53.0","18","","-0.82","12.8","142.0","22.","1","285.8","6","eng","2023","2",125,140,"Engleberg"
"405","FETTNER Manuel","AUT","17 JUN 1985","48","91.8","138.0","83.4","16.5","17.0","17.5","17.0","16.0","50.5","18","","-0.63","9.9","143.8","17.","2","285.8","6","eng","2023","2",125,140,"Engleberg"
"406","PEIER Killian","SUI","28 MAR 1995","33","92.3","133.0","74.4","18.0","18.0","18.0","17.5","18.5","54.0","18","","-0.60","9.4","137.8","27.","1","285.4","6","eng","2023","2",125,140,"Engleberg"
"407","PEIER Killian","SUI","28 MAR 1995","33","92.4","132.5","73.5","18.0","18.5","18.5","18.0","18.5","55.0","18","","-1.22","19.1","147.6","13.","2","285.4","6","eng","2023","2",125,140,"Engleberg"
"408","TSCHOFENIG Daniel","AUT","28 MAR 2002","52","91.9","132.5","73.5","18.5","18.5","18.0","18.0","18.5","55.0","18","","-1.12","17.5","146.0","16.","1","283.8","6","eng","2023","2",125,140,"Engleberg"
"409","TSCHOFENIG Daniel","AUT","28 MAR 2002","52","92.2","129.0","67.2","18.0","18.0","18.0","17.5","18.0","54.0","18","","-1.06","16.6","137.8","25.","2","283.8","6","eng","2023","2",125,140,"Engleberg"
"410","TANDE Daniel","NOR","24 JAN 1994","37","91.8","133.5","75.3","18.0","18.0","18.0","18.5","18.5","54.5","18","","-0.80","12.5","142.3","21.","1","283.6","6","eng","2023","2",125,140,"Engleberg"
"411","TANDE Daniel","NOR","24 JAN 1994","37","92.0","132.5","73.5","18.0","18.5","18.0","18.0","18.5","54.5","18","","-0.85","13.3","141.3","20.","2","283.6","6","eng","2023","2",125,140,"Engleberg"
"412","STOCH Kamil","POL","25 MAY 1987","27","91.4","126.0","61.8","17.5","18.0","17.5","17.5","17.5","52.5","18","","-1.69","26.5","140.8","23.","1","283.1","6","eng","2023","2",125,140,"Engleberg"
"413","STOCH Kamil","POL","25 MAY 1987","27","91.5","130.0","69.0","18.5","18.0","18.5","18.0","18.0","54.5","18","","-1.20","18.8","142.3","18.","2","283.1","6","eng","2023","2",125,140,"Engleberg"
"414","PREVC Domen","SLO","4 JUN 1999","42","92.1","130.0","69.0","17.5","17.5","17.5","18.0","18.0","53.0","18","","-1.01","15.8","137.8","27.","1","283.0","6","eng","2023","2",125,140,"Engleberg"
"415","PREVC Domen","SLO","4 JUN 1999","42","91.9","134.0","76.2","18.0","18.0","18.0","18.0","18.5","54.0","18","","-0.96","15.0","145.2","15.","2","283.0","6","eng","2023","2",125,140,"Engleberg"
"416","INSAM Alex","ITA","19 DEC 1997","19","92.1","132.0","72.6","17.5","18.0","18.0","17.5","17.5","53.0","18","","-1.16","18.2","143.8","20.","1","280.0","6","eng","2023","2",125,140,"Engleberg"
"417","INSAM Alex","ITA","19 DEC 1997","19","92.2","129.0","67.2","17.5","18.0","18.0","18.0","18.0","54.0","18","","-0.96","15.0","136.2","26.","2","280.0","6","eng","2023","2",125,140,"Engleberg"
"418","LEYHE Stephan","GER","5 JAN 1992","54","92.3","128.5","66.3","18.0","18.0","18.0","18.0","18.5","54.0","18","","-1.23","19.3","139.6","25.","1","278.4","6","eng","2023","2",125,140,"Engleberg"
"419","LEYHE Stephan","GER","5 JAN 1992","54","92.4","128.5","66.3","18.0","18.0","18.0","18.0","18.0","54.0","18","","-1.18","18.5","138.8","23.","2","278.4","6","eng","2023","2",125,140,"Engleberg"
"420","KOBAYASHI Junshiro","JPN","11 JUN 1991","32","91.6","136.5","80.7","18.0","18.5","17.5","17.5","18.5","54.0","18","","-1.01","15.8","150.5","13.","1","272.6","6","eng","2023","2",125,140,"Engleberg"
"421","KOBAYASHI Junshiro","JPN","11 JUN 1991","32","91.6","118.5","48.3","16.0","17.5","17.0","16.5","16.5","50.0","18","","-1.52","23.8","122.1","29.","2","272.6","6","eng","2023","2",125,140,"Engleberg"
"422","AALTO Antti","FIN","2 APR 1995","36","92.0","132.5","73.5","19.0","18.5","18.5","18.0","18.5","55.5","18","","-0.50","7.8","136.8","29.","1","266.8","6","eng","2023","2",125,140,"Engleberg"
"423","AALTO Antti","FIN","2 APR 1995","36","92.0","123.5","57.3","17.0","17.5","17.5","17.5","17.5","52.5","18","","-1.29","20.2","130.0","28.","2","266.8","6","eng","2023","2",125,140,"Engleberg"
"424","ZAJC Timi","SLO","26 APR 2000","46","91.9","127.5","64.5","18.0","18.0","18.0","17.5","18.0","54.0","18","","-1.08","16.9","135.4","31.","1","135.4","6","eng","2023","2",125,140,"Engleberg"
"425","AIGRO Artti","EST","29 AUG 1999","25","91.5","126.5","62.7","17.0","17.5","17.5","17.0","17.5","52.0","18","","-1.16","18.2","132.9","32.","1","132.9","6","eng","2023","2",125,140,"Engleberg"
"426","AMMANN Simon","SUI","25 JUN 1981","28","92.2","124.5","59.1","17.5","17.5","17.5","17.0","18.0","52.5","18","","-1.35","21.1","132.7","33.","1","132.7","6","eng","2023","2",125,140,"Engleberg"
"427","ZYLA Piotr","POL","16 JAN 1987","41","92.0","127.5","64.5","17.5","17.5","17.0","17.5","18.0","52.5","18","","-0.98","15.3","132.3","34.","1","132.3","6","eng","2023","2",125,140,"Engleberg"
"428","VILLUMSTAD Fredrik","NOR","21 MAR 1999","9","91.6","125.5","60.9","17.5","17.5","17.0","17.5","17.5","52.5","18","","-1.19","18.6","132.0","35.","1","132.0","6","eng","2023","2",125,140,"Engleberg"
"429","WASEK Pawel","POL","2 JUN 1999","24","91.6","121.5","53.7","17.5","17.5","17.5","17.5","17.5","52.5","18","","-1.43","22.4","128.6","36.","1","128.6","6","eng","2023","2",125,140,"Engleberg"
"430","HAMANN Martin","GER","10 APR 1997","39","91.9","126.0","61.8","17.0","17.0","17.5","17.0","18.0","51.5","18","","-0.97","15.2","128.5","37.","1","128.5","6","eng","2023","2",125,140,"Engleberg"
"431","KOT Maciej","KOT","9 JUN 1991","11","91.7","127.0","63.6","16.0","16.5","17.0","17.5","17.5","51.0","18","","-0.89","13.9","128.5","37.","1","128.5","6","eng","2023","2",125,140,"Engleberg"
"432","KOUDELKA Roman","CZE","9 JUL 1989","13","92.0","124.0","58.2","17.5","17.5","17.0","17.5","17.5","52.5","18","","-1.12","17.5","128.2","39.","1","128.2","6","eng","2023","2",125,140,"Engleberg"
"433","VASSILYEV Danil","KAZ","22 JUL 2004","5","91.5","124.5","59.1","17.0","16.5","16.5","17.0","17.5","50.5","18","","-1.16","18.2","127.8","40.","1","127.8","6","eng","2023","2",125,140,"Engleberg"
"434","TAKEUCHI Taku","JPN","20 MAY 1987","17","92.0","126.0","61.8","17.5","17.0","17.5","17.5","17.5","52.5","18","","-0.85","13.3","127.6","41.","1","127.6","6","eng","2023","2",125,140,"Engleberg"
"435","VALTO Kasperi","FIN","3 JUL 2003","22","92.0","122.0","54.6","16.0","17.0","17.5","17.0","17.0","51.0","18","","-1.33","20.8","126.4","42.","1","126.4","6","eng","2023","2",125,140,"Engleberg"
"436","KYTOSAHO Niko","FIN","18 DEC 1999","29","91.8","122.0","54.6","16.5","17.5","16.5","17.0","17.0","50.5","18","","-1.32","20.7","125.8","43.","1","125.8","6","eng","2023","2",125,140,"Engleberg"
"437","URLAUB Andrew","USA","12 APR 2001","21","92.2","121.5","53.7","17.0","17.5","17.5","17.0","17.5","52.0","18","","-1.25","19.6","125.3","44.","1","125.3","6","eng","2023","2",125,140,"Engleberg"
"438","ZOGRAFSKI Vladimir","BUL","14 JUL 1993","40","91.5","125.0","60.0","17.5","17.5","17.0","17.0","17.0","51.5","18","","-0.84","13.2","124.7","45.","1","124.7","6","eng","2023","2",125,140,"Engleberg"
"439","FOUBERT Valentin","FRA","17 AUG 2002","8","91.4","121.0","52.8","17.0","17.0","17.0","17.0","17.0","51.0","18","","-1.09","17.1","120.9","46.","1","120.9","6","eng","2023","2",125,140,"Engleberg"
"440","BELSHAW Erik","USA","23 AUG 2004","23","91.6","110.0","33.0","16.5","16.5","16.5","16.5","16.5","49.5","18","","-1.97","30.9","113.4","47.","1","113.4","6","eng","2023","2",125,140,"Engleberg"
"441","WASSER Yanick","SUI","27 MAY 2004","2","92.3","116.5","44.7","16.5","16.5","16.5","16.5","16.5","49.5","18","","-1.05","16.4","110.6","48.","1","110.6","6","eng","2023","2",125,140,"Engleberg"
"442","IPCIOGLU Fatih","TUR","28 SEP 1997","4","91.4","121.0","52.8","15.5","15.5","15.0","15.5","16.5","46.5","18","","-0.65","10.2","109.5","49.","1","109.5","6","eng","2023","2",125,140,"Engleberg"
"443","FRANTZ Tate","USA","28 MAR 2005","16","91.8","115.0","42.0","16.5","16.5","16.5","16.0","16.0","49.0","18","","-1.08","16.9","107.9","50.","1","107.9","6","eng","2023","2",125,140,"Engleberg"
"444","HOERL Jan","AUT","16 OCT 1998","48","92.4","142.0","90.6","19.0","19.0","19.0","18.5","19.5","57.0","17","-5.1","-0.67","10.5","153.0","2.","1","310.5","7","eng","2024","1",125,140,"Engleberg"
"445","HOERL Jan","AUT","16 OCT 1998","48","91.9","138.5","84.3","19.5","19.5","19.5","19.0","19.5","58.5","16","","-0.94","14.7","157.5","1.","2","310.5","7","eng","2024","1",125,140,"Engleberg"
"446","TSCHOFENIG Daniel","AUT","28 MAR 2002","49","92.0","142.5","91.5","19.5","19.0","19.5","19.0","19.5","58.0","16","","-0.53","8.3","157.8","1.","1","304.0","7","eng","2024","1",125,140,"Engleberg"
"447","TSCHOFENIG Daniel","AUT","28 MAR 2002","49","92.1","135.5","78.9","19.0","18.5","19.0","18.5","18.5","56.0","16","","-0.72","11.3","146.2","4.","2","304.0","7","eng","2024","1",125,140,"Engleberg"
"448","DESCHWANDEN Gregor","SUI","27 FEB 1991","46","92.7","133.5","75.3","18.5","19.0","18.5","18.5","19.0","56.0","17","-5.1","-1.48","23.2","149.4","4.","1","298.7","7","eng","2024","1",125,140,"Engleberg"
"449","DESCHWANDEN Gregor","SUI","27 FEB 1991","46","92.0","138.5","84.3","18.5","19.5","18.5","19.0","19.0","56.5","16","","-0.54","8.5","149.3","3.","2","298.7","7","eng","2024","1",125,140,"Engleberg"
"450","WELLINGER Andreas","GER","28 AUG 1995","45","93.1","128.0","65.4","18.0","18.0","18.5","19.0","18.5","55.0","17","-5.1","-1.65","25.8","141.1","11.","1","291.5","7","eng","2024","1",125,140,"Engleberg"
"451","WELLINGER Andreas","GER","28 AUG 1995","45","92.6","140.0","87.0","18.5","19.5","19.0","19.0","19.0","57.0","16","","-0.41","6.4","150.4","2.","2","291.5","7","eng","2024","1",125,140,"Engleberg"
"452","GEIGER Karl","GER","11 FEB 1993","40","92.4","134.5","77.1","18.5","18.5","18.5","18.5","18.5","55.5","16","","-1.10","17.2","149.8","3.","1","291.1","7","eng","2024","1",125,140,"Engleberg"
"453","GEIGER Karl","GER","11 FEB 1993","40","92.2","132.5","73.5","18.0","18.0","18.5","18.5","18.0","54.5","16","","-0.85","13.3","141.3","8.","2","291.1","7","eng","2024","1",125,140,"Engleberg"
"454","LANISEK Anze","SLO","20 APR 1996","39","91.7","136.5","80.7","18.0","19.0","18.0","17.5","19.0","55.0","16","","-0.77","12.1","147.8","6.","1","290.5","7","eng","2024","1",125,140,"Engleberg"
"455","LANISEK Anze","SLO","20 APR 1996","39","91.7","133.0","74.4","18.5","18.5","18.5","18.5","19.0","55.5","16","","-0.82","12.8","142.7","6.","2","290.5","7","eng","2024","1",125,140,"Engleberg"
"456","FORFANG Johann","NOR","4 JUL 1995","32","91.2","140.0","87.0","18.5","19.0","18.5","18.5","19.0","56.0","16","","-0.25","3.9","146.9","7.","1","288.6","7","eng","2024","1",125,140,"Engleberg"
"457","FORFANG Johann","NOR","4 JUL 1995","32","91.2","130.5","69.9","18.5","18.5","18.0","18.5","19.0","55.5","16","","-1.04","16.3","141.7","7.","2","288.6","7","eng","2024","1",125,140,"Engleberg"
"458","ZOGRAFSKI Vladimir","BUL","14 JUL 1993","17","91.6","137.0","81.6","18.5","19.0","18.5","18.5","19.0","56.0","16","","-0.66","10.3","147.9","5.","1","286.7","7","eng","2024","1",125,140,"Engleberg"
"459","ZOGRAFSKI Vladimir","BUL","14 JUL 1993","17","91.5","136.0","79.8","18.0","18.0","18.0","17.5","18.5","54.0","16","","-0.32","5.0","138.8","11.","2","286.7","7","eng","2024","1",125,140,"Engleberg"
"460","ORTNER Maximilian","AUT","4 JUN 2002","43","92.7","129.0","67.2","18.0","18.5","18.0","18.0","18.5","54.5","17","-5.1","-1.58","24.7","141.3","10.","1","282.0","7","eng","2024","1",125,140,"Engleberg"
"461","ORTNER Maximilian","AUT","4 JUN 2002","43","92.0","127.0","63.6","18.0","18.0","18.0","18.5","18.5","54.5","16","","-1.44","22.6","140.7","9.","2","282.0","7","eng","2024","1",125,140,"Engleberg"
"462","PASCHKE Pius","GER","20 MAY 1990","50","92.1","134.0","76.2","18.5","18.5","19.0","19.0","18.5","56.0","16","","-0.84","13.2","145.4","8.","1","280.8","7","eng","2024","1",125,140,"Engleberg"
"463","PASCHKE Pius","GER","20 MAY 1990","50","92.0","125.5","60.9","18.0","18.0","17.5","18.0","18.0","54.0","16","","-1.31","20.5","135.4","16.","2","280.8","7","eng","2024","1",125,140,"Engleberg"
"464","WASEK Pawel","POL","2 JUN 1999","33","91.8","137.0","81.6","18.0","18.0","18.0","18.5","18.5","54.5","16","","-0.51","8.0","144.1","9.","1","279.2","7","eng","2024","1",125,140,"Engleberg"
"465","WASEK Pawel","POL","2 JUN 1999","33","91.7","123.5","57.3","17.5","18.0","18.0","18.5","18.5","54.5","16","","-1.49","23.3","135.1","18.","2","279.2","7","eng","2024","1",125,140,"Engleberg"
"466","HAYBOECK Michael","AUT","5 MAR 1991","41","92.5","125.0","60.0","17.5","17.5","17.5","18.0","17.5","52.5","16","","-1.82","28.5","141.0","13.","1","278.9","7","eng","2024","1",125,140,"Engleberg"
